cell,year,n_trades
4|20|RSI>70|nostop,2002,4
4|20|RSI>70|nostop,2003,82
4|20|RSI>70|nostop,2004,92
4|20|RSI>70|nostop,2005,153
4|20|RSI>70|nostop,2006,136
4|20|RSI>70|nostop,2007,154
4|20|RSI>70|nostop,2009,77
4|20|RSI>70|nostop,2010,98
4|20|RSI>70|nostop,2011,154
4|20|RSI>70|nostop,2012,178
4|20|RSI>70|2xATR,1983,3
4|20|RSI>70|2xATR,1985,2
4|20|RSI>70|2xATR,1986,1
4|20|RSI>70|2xATR,1987,3
4|20|RSI>70|2xATR,1988,1
4|20|RSI>70|2xATR,1989,6
4|20|RSI>70|2xATR,1990,2
4|20|RSI>70|2xATR,1991,6
4|20|RSI>70|2xATR,1992,6
4|20|RSI>70|2xATR,1993,11
4|20|RSI>70|2xATR,1994,1
4|20|RSI>70|2xATR,1995,21
4|20|RSI>70|2xATR,1996,26
4|20|RSI>70|2xATR,1997,40
4|20|RSI>70|2xATR,1998,52
4|20|RSI>70|2xATR,1999,62
4|20|RSI>70|2xATR,2000,48
4|20|RSI>70|2xATR,2002,4
4|20|RSI>70|2xATR,2003,82
4|20|RSI>70|2xATR,2004,92
4|20|RSI>70|2xATR,2005,155
4|20|RSI>70|2xATR,2006,137
4|20|RSI>70|2xATR,2007,154
4|20|RSI>70|2xATR,2009,77
4|20|RSI>70|2xATR,2010,99
4|20|RSI>70|2xATR,2011,155
4|20|RSI>70|2xATR,2012,179
4|20|time5d|nostop,1983,3
4|20|time5d|nostop,1985,2
4|20|time5d|nostop,1986,1
4|20|time5d|nostop,1987,3
4|20|time5d|nostop,1988,1
4|20|time5d|nostop,1989,6
4|20|time5d|nostop,1990,2
4|20|time5d|nostop,1991,6
4|20|time5d|nostop,1992,5
4|20|time5d|nostop,1993,11
4|20|time5d|nostop,1994,1
4|20|time5d|nostop,1995,21
4|20|time5d|nostop,1996,26
4|20|time5d|nostop,1997,41
4|20|time5d|nostop,1998,52
4|20|time5d|nostop,1999,64
4|20|time5d|nostop,2000,48
4|20|time5d|nostop,2002,4
4|20|time5d|nostop,2003,82
4|20|time5d|nostop,2004,94
4|20|time5d|nostop,2005,158
4|20|time5d|nostop,2006,137
4|20|time5d|nostop,2007,157
4|20|time5d|nostop,2009,77
4|20|time5d|nostop,2010,100
4|20|time5d|nostop,2011,157
4|20|time5d|nostop,2012,180
4|20|time5d|2xATR,1983,3
4|20|time5d|2xATR,1985,2
4|20|time5d|2xATR,1986,1
4|20|time5d|2xATR,1987,3
4|20|time5d|2xATR,1988,1
4|20|time5d|2xATR,1989,6
4|20|time5d|2xATR,1990,2
4|20|time5d|2xATR,1991,6
4|20|time5d|2xATR,1992,6
4|20|time5d|2xATR,1993,11
4|20|time5d|2xATR,1994,1
4|20|time5d|2xATR,1995,21
4|20|time5d|2xATR,1996,26
4|20|time5d|2xATR,1997,41
4|20|time5d|2xATR,1998,53
4|20|time5d|2xATR,1999,64
4|20|time5d|2xATR,2000,48
4|20|time5d|2xATR,2002,4
4|20|time5d|2xATR,2003,82
4|20|time5d|2xATR,2004,94
4|20|time5d|2xATR,2005,159
4|20|time5d|2xATR,2006,137
4|20|time5d|2xATR,2007,157
4|20|time5d|2xATR,2009,77
4|20|time5d|2xATR,2010,101
4|20|time5d|2xATR,2011,158
4|20|time5d|2xATR,2012,181
